iter	RMSE
2926	0.2370591515
2927	0.2370582086
2928	0.2370509496
2929	0.2370388788
2930	0.2370376589
2931	0.2370285185
2932	0.2370184419
2933	0.2370080129
2934	0.2369947846
2935	0.2369844247
2936	0.2369787622
2937	0.2369698051
2938	0.2369573047
2939	0.2369454358
2940	0.2369336551
2941	0.2369261226
2942	0.2369143543
2943	0.2369035091
2944	0.2368952574
2945	0.2368874356
2946	0.2368845035
2947	0.2368805869
2948	0.2368680584
2949	0.2368580029
2950	0.2368507723
2951	0.2368406675
2952	0.236827193
2953	0.2368227402
2954	0.2367976475
2955	0.2367840387
2956	0.2367758317
2957	0.2367612664
2958	0.2367444575
2959	0.2367189391
2960	0.2367117708
2961	0.2366933719
2962	0.2366670716
2963	0.2366521542
2964	0.2366413131
2965	0.2366267504
2966	0.2366035256
2967	0.2365902646
2968	0.2365792068
2969	0.2365699167
2970	0.2365592949
2971	0.2365482064
2972	0.2365465029
2973	0.2365369961
2974	0.2365213672
2975	0.2365083268
2976	0.2365017574
2977	0.2364958261
2978	0.2364809585
2979	0.2364744783
2980	0.2364677382
2981	0.2364629803
2982	0.2364558467
2983	0.2364530995
2984	0.2364452303
2985	0.2364367972
2986	0.2364304818
2987	0.2364287948
2988	0.2364222103
2989	0.2363963035
2990	0.2363932881
2991	0.2363867336
2992	0.2363798177
2993	0.2363681649
2994	0.2363626099
2995	0.236353078
2996	0.2363275671
2997	0.2363198328
2998	0.2363018839
2999	0.2362881246
